origin,person,personal-id,sampling_event_code_2022,molecular-id_AHE,Subfamily,tribe,tribe_uncert,subtribe,genus,genus_uncert,species,species_uncert,sex,sex_uncert,date_DNAextraction,year,country,Date,collector,collection_Method,Country,cooY,cooX,altitude,location,AHE1,AHE1 length,AHE-BLAST,AHE-BLAST hit,AHE-identity(coverage),iPhycl,AHE1 iPhycl-Ca. Phytoplasma ass.,AHE1 iPhycl-16S group/subgroup classification,RFLP unique restriction enzymes,AHE2 length,AHE1-AHE2,AHE2 iPhycl-Ca. Phytoplasma ass.,AHE2 iPhycl-16S group/subgroup classification,CAT-AHE,CATcons-AHE,AHE probe kit 2,qPCR,qPCR-Cq,CAT-qPCR
GoLife,YC,38-54.1,,,Megophthalminae,Agalliini,,,Igerna,,malagasica,,M,,20-Mar-21,2009,Madagascar,4-14 May 2009,"M.E. Irwin,  R.Harin'Hala",Malaise,Madagascar,"25°01'49.2""S","44°41'29.4""E",86,Tulear Vitambany Forest 5 km N of Ampotaka California Acad of Sciences,,,,,,,,,,,,,,,,,neg,50.99,
GoLife,YC,53-14.1,,,Deltocephalinae,Opsiini,,,n.gen.CAR1,,n.sp.1,,M,,13-Jul-21,2001,Central African Republic,1-2.v.2001,S. van Noort,Malaise,Central African Republic,"3°02'00.6""N","16°24'34.2""E",510,"Prefecture Sangha-Mbaéré, Parc National de Dzanga-Ndoki, Mabéa Bai, 21.4km 53º NE Bayanga ",,,,,,,,,,,,,,,,,neg,27.96,
GoLife,YC,10-53.1,,,Cicadellinae,Cicadellini,,,Bharagonalia,,aemulata,,M,,14-Mar-21,2006,Malaysia,16-22 Oct. 2006,"J.R. Cryan, J.M. Urban",,Malaysia,"3°59'45.9""N","114°47'41.4""E",40,"Sarawak (Borneo); Gunung Mulu Nat'l Park; remote stream area, past Long Iman village",,,,,,,,,,,,,,,,,neg,33.91,
GoLife,YC,10-54.1,,,Cicadellinae,Cicadellini,,,Conoguinula,,coeruleopennis,,M,,14-Mar-21,,Indonesia,missing,,,Indonesia,missing,,,West Papua,,,,,,,,,,,,,,,,,neg,49.68,
GoLife,YC,10-56.1,,,Cicadellinae,Cicadellini,,,Onega,,fassili,,M,,14-Mar-21,2009,Ecuador,29.I.2009,,Hg Vapor,Ecuador,"0°35'58.0""S","77°53'25.1""W",2100,Napo Yanayacu Biol St 5km SW Cusanga Col. Geert Goemans,,,,,,,,,,,,,,,,,neg,41.67,
GoLife,YC,38-49.1,,,Evacanthinae,Evacanthini,,,Riseveinus,,sinensis,,M,,20-Mar-21,2018,China,23-Jul-18,C.H. Dietrich,sweep,China,"30°20'58.9""N","119°25'26.4""E",1486,"Zheijiang, Tianmushan Longfengjian trail",,,,,,,,,,,,,,,,,neg,46.98,
GoLife,YC,38-48.1,,,Evacanthinae,Evacanthini,,,Onukia,,flavimacula,,M,,20-Mar-21,2018,China,23-Jul-18,C.H. Dietrich,sweep,China,"30°20'58.9""N","119°25'26.4""E",1486,"Zheijiang, Tianmushan Longfengjian trail",,,,,,,,,,,,,,,,,neg,26.82,
GoLife,YC,38-46.1,,,Neocoelidiinae,Krocodonini,,,Krocolidia,,rufilinea,,M,,20-Mar-21,2016,Brazil,28-Mar-16,D.M. Takiya,Hg vapor light,Brazil,"3°47'06.0""N","61°44'58.9""W",622,"Roraima, Serra do Tepequém",,,,,,,,,,,,,,,,,neg,11.27,
GoLife,YC,38-45.2,,,Mileewinae,Mileewini,,,Mileewa,,luzonica,,M,,20-Mar-21,,Philippines,missing,,,Philippines,missing,,,,,,,,,,,,,,,,,,,,neg,11.83,
GoLife,YC,38-45.1,,,Cicadellinae,Cicadellini,,,Sochinsogonia,,apoensis,,F,,20-Mar-21,,Philippines,missing,,,Philippines,missing,,,,,,,,,,,,,,,,,,,,neg,42.72,
GoLife,YC,10-57.1,,,Cicadellinae,Cicadellini,,,Mareja,,obtusior,,M,,14-Mar-21,2009,Guatemala,16-17 July 2009,T. McCabe,,Guatemala,"15°24'15.0""N","88°41'26.4""W",519,Finca Firmeza; Dept. Izabal,,,,,,,,,,,,,,,,,neg,26.59,
GoLife,YC,10-58.1,,,Cicadellinae,Cicadellini,,,Sochinsogonia,,robonea,,M,,14-Mar-21,2006,Malaysia,16-22 Oct. 2006,"J.R. Cryan, J.M. Urban",,Malaysia,"3°59'45.9""N","114°47'41.4""E",40,"Sarawak (Borneo); Gunung Mulu Nat'l Park; remote stream area, past Long Iman village",,,,,,,,,,,,,,,,,neg,28.52,
GoLife,YC,10-61.1,,,Cicadellinae,Cicadellini,,,Madagena,,restricta,,M,,14-Mar-21,2008,Madagascar,9-24 Nov. 2008,"J.R. Cryan, G.J. Svenson",,Madagascar,"21°15'15.2""S","47°25'17.8""E",,Fianarantsoa Prov.; Ranomafana National Park; nr. Centre ValBio,,,,,,,,,,,,,,,,,neg,37.76,
GoLife,YC,10-62.1,,,Cicadellinae,Proconiini,,,Acrogonia,,gracilis,,M,,14-Mar-21,2009,Guatemala,16-17 July 2009,T. McCabe,,Guatemala,"15°24'15.0""N","88°41'26.4""W",519,Finca Firmeza; Dept. Izabal,,,,,,,,,,,,,,,,,neg,18.86,
GoLife,YC,10-63.1,,,Cicadellinae,Cicadellini,,,Orianjea,,pauliani,,M,,14-Mar-21,2008,Madagascar,9-24 Nov. 2008,"J.R. Cryan, G.J. Svenson",,Madagascar,"21°15'15.2""S","47°25'17.8""E",,Fianarantsoa Prov.; Ranomafana National Park; nr. Centre ValBio,,,,,,,,,,,,,,,,,neg,19.95,
GoLife,YC,10-64.1,,,Evacanthinae,Nirvanini,,,Kana,,decora,,M,,15-Mar-21,2009,Malaysia,15-Jan-09,S. Krishnankutty,light,Malaysia,"4°02'18.0""N","114°53'07.0""E",,"Sarawak; Gunung Mulu National Park, near hdqtrs; 04.04.25-114.81.38",,,,,,,,,,,,,,,,,neg,13.53,
GoLife,YC,50-40.1,,,Deltocephalinae,Athysanini,,,n.gen.MG3,,sp.1,,M,,15-Mar-21,,,missing,,,,missing,,,,,,,,,,,,,,,,,,,,neg,13.81,
GoLife,YC,50-43.1,,,Deltocephalinae,Athysanini,,,Handianus,,limbifer,,M,,15-Mar-21,2012,China,17-Jul-12,C.H. Dietrich,vacuum,China,"34°22'33.6""N","106°55'22.8""E",1416,"Shaanxi, Fenxian Co., Dongheqiaocun",,,,,,,,,,,,,,,,,neg,45.39,
GoLife,YC,50-44.1,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,nitridus,,F,,15-Mar-21,2005,Mexico,25-X-2005,C.H. Dietrich,sweep,Mexico,"23°39'11.5""N","105°44'45.4""W",2400,rt.40 km164,,,,,,,,,,,,,,,,,neg,38.08,
,,,,,,,,,,,,,,,,,,,,,,,,,ca. Los Bancos,,,,,,,,,,,,,,,,,,,
GoLife,YC,50-50.1,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,nitridus,,M,,15-Mar-21,2014,Usa,8–14.v.2014,M.E. Irwin,Malaise,USA,"32°52'33.0""N","112°15'10.8""W",470,"ARIZONA , Maricopa Co; Vekol Wash , 5 km N I-8 at Vekol Crossing;",,,,,,,,,,,,,,,,,neg,44.48,
GoLife,YC,50-51.1,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,radiatus,,M,,15-Mar-21,2008,Mexico,16-25.vi.2008,M.E. Irwin & O. Figueroa,Malaise,Mexico,"27°04'01.8""N","108°43'28.2""W",427,"Sonora , 26km E Alamos , Rancho Las Lajas , Arroyo El Linden",,,,,,,,,,,,,,,,,neg,23.84,
GoLife,YC,50-52.1,,,Deltocephalinae,Scaphoideini,,,Osbornellus,,tenuis,,M,,15-Mar-21,2009,Mexico,3-6.v.2009,M.E. Irwin,Malaise,Mexico,"27°06'16.2""N","108°43'51.6""W",1242,"onora , 27 km NE Alamos , Rancho Santa Barbara , La Posa deEncino Boludo",,,,,,,,,,,,,,,,,neg,33.44,
GoLife,YC,50-53.1,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,sp.,,F,,17-Mar-21,2001,Mexico,13-Oct-01,J.N. Zahniser,vacuum,Mexico,"19°38'22.0""N","104°03'01.0""W",840,Jalisco,,,,,,,,,,,,,,,,,neg,26.66,
,,,,,,,,,,,,,,,,,,,,,,,,,Aguacate-Zenzontla rd.,,,,,,,,,,,,,,,,,,,
GoLife,YC,50-56.1,,,Deltocephalinae,Penthimiini,,,n.gen.T1,,n.sp.,,M,,17-Mar-21,2006,Thailand,1-8.ix.2006,Pongpitak Pranee,Malaise,Thailand,"16°50'13.0""N","100°52'32.5""E",580,Phitsanulok   Thung Salaeng Luang NP,,,,,,,,,,,,,,,,,neg,37.97,
GoLife,YC,50-59.1,,,Deltocephalinae,Scaphytopiini,,,Scaphytopius,,sp.,,F,,17-Mar-21,2001,Mexico,12-Oct-01,C.H. Dietrich,sweep,Mexico,"20°16'14.0""N","103°55'21.0""W",1750,Jalisco,,,,,,,,,,,,,,,,,neg,41.94,
,,,,,,,,,,,,,,,,,,,,,,,,,La Mirador,,,,,,,,,,,,,,,,,,,
GoLife,YC,50-62.1,,,Deltocephalinae,Bahitini,,,Bahita,,sp.,,M,,17-Mar-21,2002,Peru,9-Oct-02,"Peña, Rakitov & Takiya",Malaise,Peru,"10°11'08.0""S","75°34'25.0""W",1050,"PASCO Department,",,,,,,,,,,,,,,,,,neg,29.72,
,,,,,,,,,,,,,,,,,,,,,,,,,"P. N. Yanachaga Chemillén,",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Puesto de Control Huampal,,,,,,,,,,,,,,,,,,,
GoLife,YC,44-3.1,,,Deltocephalinae,Scaphoideini,,,n.gen.T6,,n.sp.1,,M,,17-Mar-21,2007,Thailand,13-19.ii.2007,Katae Sa-nog & Buakaw Adnafai,Malaise,Thailand,"15°38'06.0""N","101°23'51.4""E",700,Chaiyaphum   Pa Hin Ngam NP ,,,,,,,,,,,,,,,,,neg,27.96,
GoLife,YC,44-4.1,,,Deltocephalinae,Scaphoideini,,,n.gen.T6,,n.sp.1,,M,,17-Mar-21,2007,Thailand,13-19.ii.2007,Katae Sa-nog & Buakaw Adnafai,Malaise,Thailand,"15°38'06.0""N","101°23'51.4""E",700,Chaiyaphum   Pa Hin Ngam NP ,,,,,,,,,,,,,,,,,neg,36.88,
GoLife,YC,44-5.1,,,Deltocephalinae,Scaphoideini,,,n.gen.T5,,n.sp.1,,M,,17-Mar-21,2007,Thailand,13-19.ii.2007,Katae Sa-nog & Buakaw Adnafai,Malaise,Thailand,"15°38'06.0""N","101°23'51.4""E",700,Chaiyaphum   Pa Hin Ngam NP ,,,,,,,,,,,,,,,,,neg,24.13,
GoLife,YC,44-8.1,,,Deltocephalinae,Scaphoideini,,,Scaphoideus,,ornatus,,M,,18-Mar-21,,,missing,,,,missing,,,,,,,,,,,,,,,,,,,,neg,14.78,
GoLife,YC,52-67.1,,,Aphrodinae,Xestocephalini,,,Xestocephalus,,irroratus,,M,,14-Mar-21,2002,Peru,21-Oct-02,C.H. Dietrich,,Peru,"10°43'06.0""S","75°10'55.0""W",1600,"Pasco, 20 km N",,,,,,,,,,,,,,,,,neg,6.97,
,,,,,,,,,,,,,,,,,,,,,,,,,Villa Rica,,,,,,,,,,,,,,,,,,,
GoLife,YC,Feb-45,,,Deltocephalinae,Macrostelini,,,Balclutha,,rubrostriata,,M,,,2005,Mexico,27-X-2005,C.H. Dietrich,sweep,Mexico,"24°53'51.4""N","104°27'39.5""W",1590,DUR:rt.45 km121 ca.,,,,,,,,,,,,,,,,,neg,35.99,
,,,,,,,,,,,,,,,,,,,,,,,,,Fco. Primo Verdad,,,,,,,,,,,,,,,,,,,
GoLife,YC,Feb-44,,,Deltocephalinae,Macrostelini,,,Balclutha,,,,M,,19-Jan-18,2005,Mexico,27-X-2005,C.H. Dietrich,sweep,Mexico,"19°03'23.4""N","100°03'41.7""W",1950,MEX:rt.134 3.5km,,,,,,,,,,,,,,,,,neg,35.85,
,,,,,,,,,,,,,,,,,,,,,,,,,S Temescaltepec,,,,,,,,,,,,,,,,,,,
GoLife,YC,32-1,,,Deltocephalinae,Athysanini,,,n.gen.AU4,,n.sp.1,,M,,,2004,Australia,25-Jan-04,"Hill, Cooley, Marshall, Moulds",light,Australia,missing,NYSM 03-12-09-50,,Northern Territory; Buchanan Hwy (Hwy 80); Gravelpit; 57.2km E of Top Springs,,,,,,,,,,,,,,,,,neg,35.69,
GoLife,YC,32-10,,,Neocoelidiinae,Neocoelidiini,,,Neocoelidia,,sp.,,F,,,,,missing,,,,missing,PP 02-81,,,,,,,,,,,,,,,,,,,neg,15.62,
GoLife,YC,32-11,,,Deltocephalinae,Paralimnini,,Paralimnina,Mayawa,,capitata,,M,,,2004,Australia,25-Jan-04,"Hill, Cooley, Marshall, Moulds",light,Australia,missing,NYSM 03-12-09-56?,,"Northern Territory; Victoria Hwy (Hwy1), 30km W of Katherine",,,,,,,,,,,,,,,,,neg,35.54,
GoLife,YC,44-9.1,,,Deltocephalinae,Deltocephalini,,,Maiestas,,dorsalis,,M,,18-Mar-21,,,missing,,,,missing,,,,,,,,,,,,,,,,,,,,neg,45.54,
GoLife,YC,32-13,,,Deltocephalinae,Athysanini,,,Pachytettix,,n.sp.,,M,,,2009,Malaysia,5-26 Jan 2009,S. Krishnankutty,,Malaysia,"4°02'33.0""N","114°48'49.7""E",,"Sarawak; Gunung Mulu National Park, near hdqtrs",,,,,,,,,,,,,,,,,neg,48.57,
GoLife,YC,32-16,,,Deltocephalinae,Athysanini,,,Cahya,,n.sp.,,M,,,2002,Peru,25-Oct-02,R.A. Rakitov,Hg light,Peru,"9°20'51.0""S","75°58'51.0""W",600,"Huánuco,5km S Tingo María, Pte.Perez",,,,,,,,,,,,,,,,,neg,24.86,
GoLife,YC,32-18,,,Deltocephalinae,Bahitini,,,Brincadorus,,gracilis,,M,,,2002,Peru,26-Oct-02,C.H. Dietrich,Hg light,Peru,"9°19'32.0""S","76°01'47.0""W",600,"Huánuco,5 km W Tingo María, Pte.Monzón",,,,,,,,,,,,,,,,,neg,16.83,
GoLife,YC,32-19,,,Deltocephalinae,Paralimnini,,,Mayawa,,,,F,,,2004,Australia,25-Jan-04,"Hill, Cooley, Marshall, Moulds",light,Australia,missing,04.NTR.PIT,,Northern Territory; Buchanan Hwy (Hwy 80); Gravelpit; 57.2km E of Top Springs,,,,,,,,,,,,,,,,,neg,35.66,
GoLife,YC,32-21,,,Deltocephalinae,Pendarini,,,Tropicanus,,n.sp.,,M,,,2004,Peru,4-Sep,"J.R. Cryan, J.M. Urban",,Peru,"13°08'18.0""S","69°36'29.0""W",,Madre de Dios; Rio Tambopata; Tambopata Research Center,,,,,,,,,,,,,,,,,neg,45.21,
GoLife,YC,32-22,,,Deltocephalinae,Athysanini,,,Crassana,,goniana,,F,,,2005,Mexico,23-X-2005,C.H. Dietrich,vacuum,Mexico,"21°55'59.2""N","103°01'12.0""W",2000,"AC:rt.270 14.9km NW Tabasco,",,,,,,,,,,,,,,,,,neg,33.67,
GoLife,YC,44-11.1,,,Deltocephalinae,Opsiini,,,Orosius,,lotophagorum,,M,,18-Mar-21,,,missing,,,,missing,,,,,,,,,,,,,,,,,,,,neg,35.62,
GoLife,YC,32-20,,,Deltocephalinae,Athysanini,,,n.gen.AU3,,n.sp.1,,M,,,2004,Australia,25-Jan-04,"Hill, Cooley, Marshall, Moulds",light,Australia,missing,04.NTR.PIT,,Northern Territory; Buchanan Hwy (Hwy 80),,,,,,,,,,,,,,,,,neg,23.93,
GoLife,YC,51-23.1,,,Typhlocybinae,Erythroneurini,,,Anzygina,,zealandica,,M,,28-Oct-20,2003,Australia,27-Dec-03,A.D. Austin,Malaise,Australia,"35°20'01.0""S","138°44'56.0""E",,South Australia,,,,,,,,,,,,,,,,,neg,35.1,
,,,,,,,,,,,,,,,,,,,,,,,,,Adelaide Hills: Cox Scrub,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Conservation Park,,,,,,,,,,,,,,,,,,,
GoLife,YC,51-29.1,,,Deltocephalinae,Scaphoideini,,,Diemoides,,n.sp.1,,M,,28-Oct-20,2015,Australia,21-Feb-15,C.H. Dietrich,Hg light,Australia,"27°27'42.8""S","152°57'16.6""E",194,"QLDBrisbane, Mt. Coot-thaReservoir Trail",,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-30.1,,,Deltocephalinae,Opsiini,,Opsiina,Austrimonus,,apicalis,,F,,28-Oct-20,2015,Australia,27 Feb. 2015,C.H. Dietrich,Hg/UV/LED light,Australia,"17°18'41.0""S","145°41'59.3""E",750,LD ca. Malanda Rose Gum Retreat,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-20.1,,,Typhlocybinae,Empoascini,,,Austroasca,,vittata,,M,,26-Oct-20,2018,Israel,20-Mar-18,G. Sinaiko,sweep,Israel,"31°20'34.8""N","35°06'07.2""E",,Har 'Amasa,,,,,,,,,,,,,,,,,neg,50.8,
GoLife,YC,51-10.1,,,Megophthalminae,Agalliini,,Agalliina,Austroagallia,,sinuata,,M,,26-Oct-20,2018,Israel,9-Jul-18,G. Sinaiko,sweep,Israel,"31°58'51.6""N","34°45'46.8""E",,Rishon LeZiyyon,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-39.1,,,Typhlocybinae,Dikraneurini,,,n.gen.CN1,,,,M,,7-Mar-21,2016,China,10-Sep-16,C.H. Dietrich,sweep,China,"29°49'46.7""N","106°22'42.2""E",872,Chongqing Jinyan Shan,,,,,,,,,,,,,,,,,neg,49.75,
GoLife,YC,51-4.1,,,Typhlocybinae,Empoascini,,,Empoasca,,longa,,M,,26-Oct-20,2004,Taiwan,11-15 Jun 2004,"C.H. Dietrich, et al.",Malaise,Taiwan,"23°55'28.0""N","120°53'03.0""E",700,"Nantou, Lien Hua Chih Preserve",,,,,,,,,,,,,,,,,neg,50.84,
GoLife,YC,51-40.1,,,Typhlocybinae,Empoascini,,,Condensella,,filamenta,,M,,7-Mar-21,2007,Thailand,13-19.ii.2007,Katae Sa-nog & Buakaw Adnafai,Malaise,Thailand,"15°38'06.0""N","101°23'51.4""E",700,Chaiyaphum  Pa Hin Ngam NP,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-41.1,,,Typhlocybinae,Empoascini,,,Schizandrasca,,ussurica,,M,,7-Mar-21,2004,Taiwan,11-Jun-04,C.H. Dietrich,sweep,Taiwan,"23°54'39.0""N","120°53'02.0""E",700,"Nantou, Sin Shan Forest Rd. 1km W jct. rt.66",,,,,,,,,,,,,,,,,neg,46.58,
GoLife,YC,51-42.1,,,Typhlocybinae,Empoascini,,,Ficiana,,aurantia,,M,,7-Mar-21,,China,missing,Xu Ye,,China,missing,,,,,,,,,,,,,,,,,,,,neg,43.46,
GoLife,YC,51-7.1,,,Typhlocybinae,Empoascini,,,Inflatopina,,n.sp.TW1,,M,,26-Oct-20,2004,Taiwan,11-15 Jun 2004,"C.H. Dietrich, et al.",Malaise,Taiwan,"23°55'28.0""N","120°53'03.0""E",700,"Nantou, Lien Hua Chih Preserve",,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-44.1,,,Typhlocybinae,Empoascini,,,Alebrasca,,actinidiae,,M,,7-Mar-21,,China,missing,Xu Ye,,China,missing,,,,,,,,,,,,,,,,,,,,neg,49.6,
GoLife,YC,51-45.1,,,Typhlocybinae,Empoascini,,,Flaviata,,variata,,M,,7-Mar-21,,China,missing,Xu Ye,,China,missing,,,,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-46.1,,,Typhlocybinae,Empoascini,,,Usharia,,sp.,,M,,7-Mar-21,2004,Taiwan,20-Jun-04,C.H. Dietrich,sweep,Taiwan,"24°01'37.0""N","120°41'44.0""E",200,TaichungWufeng,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-47.1,,,Typhlocybinae,Empoascini,,,Afrasca,,podobna,,M,,7-Mar-21,,Central African Republic,missing,,,Central African Republic,missing,CAR01-M11,,,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-48.1,,,Typhlocybinae,Empoascini,,,Helionides,,sp.,,M,,7-Mar-21,,China,missing,Xu Ye,,China,missing,,,,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-49.1,,,Typhlocybinae,Alebrini,,,Paralebra,,n.sp.1,,M,,12-Mar-21,2002,Peru,21-Oct-02,C.H. Dietrich,,Peru,"10°48'47.0""S","75°19'44.0""W",800,Pasco 56 km N Villa Rica,,,,,,,,,,,,,,,,,neg,48.99,
GoLife,YC,51-50.1,,,Typhlocybinae,Empoascini,,,Matsumurasca,,n.sp.1,,M,,12-Mar-21,2002,Peru,21-Oct-02,C.H. Dietrich,,Peru,"10°48'47.0""S","75°19'44.0""W",800,Pasco 56 km N Villa Rica,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-51.1,,,Typhlocybinae,Empoascini,,,Longibrachiasca,,n.sp.1,,M,,12-Mar-21,2002,Peru,21-Oct-02,C.H. Dietrich,,Peru,"10°48'47.0""S","75°19'44.0""W",800,Pasco 56 km N Villa Rica,,,,,,,,,,,,,,,,,neg,46.38,
GoLife,YC,52-88.1,,,Deltocephalinae,Opsiini,,,n.gen.T4,,n.sp.1,,M,,5-Apr-21,2006,Thailand,19-26.xii.2006,Patikhom Tumtip,Malaise,Thailand,"17°27'49.7""N","101°21'21.6""E",691,Loei Phu Ruea NP Behind checkpoint  ,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,51-53.1,,,Typhlocybinae,Empoascini,,,n.gen.MG1,,n.sp.1,,M,,14-Mar-21,2009,Madagascar,25 - 31  October  2009,M.E. Irwin & R. Harin'Hala,Malaise,Madagascar,"21°15'03.0""S","47°24'25.8""E",1130,Province,,,,,,,,,,,,,,,,,neg,38.89,
,,,,,,,,,,,,,,,,,,,,,,,,,"Fianarantsoa, Parc National",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,"Ranomafana, radio tower",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,at forest edge,,,,,,,,,,,,,,,,,,,
GoLife,YC,51-54.1,,,Typhlocybinae,Dikraneurini,,,Typhlocybella,,,,M,,14-Mar-21,2015,Brazil,17-Mar-15,C.H. Dietrich,vacuum,Brazil,"20°26'30.1""S","43°33'48.1""W",1250,"MG, jct. MG Rt.129 ,Lavras Novas Rd",,,,,,,,,,,,,,,,,neg,39.24,
GoLife,YC,51-55.1,,,Typhlocybinae,Zyginellini,,,n.gen.MG1,,n.sp.,,M,,6-Apr-21,2011,Madagascar,Aug 22-29  2011,M.E. Irwin & R. Harin'Hala,Malaise,Madagascar,"22°40'00.0""S","44°50'00.0""E",600,Toliara Prov Parc National de Vohibasia,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,53-1.1,,,Typhlocybinae,Empoascini,,,Matsumurasca,,n.sp.PE1,,M,,13-Jul-21,2012,Peru,20.VIII-01.IX.2012,"A.P.M. Santos, D.M. Takiya ",sweep,Peru,"13°13'03.0""S","70°43'40.0""W",633,"Cusco, 3 rd km E Quincemil",,,,,,,,,,,,,,,,,neg,,
GoLife,YC,53-2.1,,,Typhlocybinae,Empoascini,,,n.gen.PE1,,n.sp.PE1,,M,,13-Jul-21,2012,Peru,20.VIII-01.IX.2012,"A.P.M. Santos, D.M. Takiya ",sweep,Peru,"13°13'03.0""S","70°43'40.0""W",633,"Cusco, 3 rd km E Quincemil",,,,,,,,,,,,,,,,,neg,,
GoLife,YC,50-77.1,,,Deltocephalinae,Paralimnini,,,Changwhania,,ceylonensis,,M,,6-Apr-21,2006,Thailand,5-12.xii.2006,Katae Sa-nog & Buakaw Adnafai,Malaise,Thailand,"15°39'58.0""N","101°27'11.9""E",357,Chaiyaphum   Pa Hin Ngam NP,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,53-4.1,,,Typhlocybinae,Empoascini,,,Matsumurasca,,n.sp.PE2,,M,,13-Jul-21,2012,Peru,20.VIII-01.IX.2012,"A.P.M. Santos, D.M. Takiya ",sweep,Peru,"13°13'03.0""S","70°43'40.0""W",633,"Cusco, 3 rd km E Quincemil",,,,,,,,,,,,,,,,,neg,,
GoLife,YC,53-5.1,,,Typhlocybinae,Empoascini,,,Matsumurasca,,n.sp.PE3,,M,,13-Jul-21,2012,Peru,20.VIII-01.IX.2012,"A.P.M. Santos, D.M. Takiya ",sweep,Peru,"13°13'03.0""S","70°43'40.0""W",633,"Cusco, 3 rd km E Quincemil",,,,,,,,,,,,,,,,,neg,40.44,
GoLife,YC,50-76.1,,,Deltocephalinae,Macrostelini,,,Cicadulina,,mbila,,M,,6-Apr-21,2009,Madagascar,13 – 23  February  2009,M.E. Irwin & R. Harin'Hala,Malaise,Madagascar,"25°01'49.2""S","44°41'29.4""E",86,Tulear Vitambany Forest,,,,,,,,,,,,,,,,,neg,,
,,,,,,,,,,,,,,,,,,,,,,,,,5 km N of Ampotaka,,,,,,,,,,,,,,,,,,,
GoLife,YC,50-70.1,,,Deltocephalinae,Deltocephalini,,,n.gen.T12,,n.sp.,,M,,6-Apr-21,2007,Thailand,22-29.i.2007,Leng janteab,pan trap,Thailand,"16°36'17.0""N","100°53'07.7""E",749,Phetchabun   Thung Salaeng Luang NP  Pine forest;Gang Wang Nam Yen ,,,,,,,,,,,,,,,,,neg,41.84,
GoLife,YC,50-67.1,,,Deltocephalinae,Drabescini,,Paraboloponina,n.gen.,,n.sp.,,M,,6-Apr-21,2007,Thailand,22-29.i.2007,Leng janteab,Malaise,Thailand,"16°44'57.8""N","101°27'50.0""E",711,Phetchabun   Nam Nao NP  Forest protection unit -Huay Pralard cave,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,50-66.1,,,Deltocephalinae,Scaphoideini,,,Scaphoideus,,micellus,,M,,6-Apr-21,2007,Thailand,22-29.i.2007,Leng janteab,Malaise,Thailand,"16°44'57.8""N","101°27'50.0""E",711,Phetchabun   Nam Nao NP  Forest protection unit -Huay Pralard cave,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,50-65.1,,,Deltocephalinae,Deltocephalini,,,n.gen.,,n.sp.,,M,,6-Apr-21,2007,Thailand,1-8.iv.2007,Pongpitak & Pranee & Sathit,Malaise,Thailand,"16°50'16.6""N","100°52'55.0""E",486,Phitsanulok   Thung Salaeng Luang NP,,,,,,,,,,,,,,,,,neg,40.07,
GoLife,YC,38-65.1,,,Megophthalminae,Agalliini,,Agalliina,Japanagallia,,n.sp.2,,M,,21-Mar-21,2007,Thailand,27.vii-3.viii.2007,P. Wongchai,Malaise,Thailand,"20°01'03.6""N","99°09'34.9""E",1449,Chiang Mai Doi Phahompok NP Doi Phaluang,,,,,,,,,,,,,,,,,neg,,
GoLife,YC,38-63.1,,,Megophthalminae,Agalliini,,,Sangeeta,,n.sp.2,,M,,21-Mar-21,2008,Thailand,16-23.x.2008,Boonnam & Phumarin,Malaise,Thailand,"14°38'07.4""N","98°59'39.4""E",210,Kanchanaburi Khuean Srinagarindra NP Tha Thung-na/Chong Kraborg,,,,,,,,,,,,,,,,,neg,40.97,
GoLife,YC,38-60.1,,,Megophthalminae,Agalliini,,,Igerna,,pryankae,,M,,21-Mar-21,2007,Thailand,31.viii-7.ix.2007,"Thawatchai Boonthum, Anuchart Chaimuengchun",Malaise,Thailand,"19°18'42.7""N","98°36'23.9""E",1670,Chiang Mai Huai Nam Dang NP behind visitor house  ,,,,,,,,,,,,,,,,,neg,,
